state,name,land_area_sqmi,land_area_sqft,water_area_sqmi
IA,Mitchell city,0.564,15723418,0.000
IA,Mitchellville city,2.799,78031642,0.005
IA,Modale city,1.041,29021414,0.000
IA,Mona CDP,2.275,63423360,0.000
IA,Mondamin city,0.452,12601037,0.000
IA,Monmouth city,0.569,15862810,0.000
IA,Monona city,1.362,37970381,0.000
IA,Monroe city,1.698,47337523,0.000
IA,Montezuma city,2.470,68859648,0.014
IA,Monticello city,5.627,156871757,0.044
IA,Montour city,0.457,12740429,0.000
IA,Montpelier CDP,0.490,13660416,0.000
IA,Montrose city,1.209,33704986,0.017
IA,Mooar CDP,2.646,73766246,0.015
IA,Moorhead city,0.235,6551424,0.000
IA,Moorland city,1.489,41510938,0.000
IA,Moravia city,1.176,32784998,0.000
IA,Morley city,0.086,2397542,0.000
IA,Morning Sun city,0.777,21661517,0.000
IA,Morrison city,0.095,2648448,0.000
IA,Moscow CDP,1.190,33175296,0.075
IA,Moulton city,0.997,27794765,0.000
IA,Mount Auburn city,0.246,6858086,0.000
IA,Mount Ayr city,2.700,75271680,0.020
IA,Mount Pleasant city,8.628,240534835,0.015
IA,Mount Sterling CDP,0.315,8781696,0.000
IA,Mount Union CDP,0.169,4711450,0.000
IA,Mount Vernon city,3.734,104097946,0.006
IA,Moville city,0.918,25592371,0.000
IA,Murray city,0.800,22302720,0.000
IA,Muscatine city,18.196,507275366,1.054
IA,Mystic city,2.944,82074010,0.000
IA,Nashua city,2.922,81460685,0.260
IA,Nemaha city,0.084,2341786,0.000
IA,Neola city,0.799,22274842,0.004
IA,Nevada city,6.062,168998861,0.011
IA,New Albin city,0.251,6997478,0.000
IA,New Hampton city,3.352,93448397,0.004
IA,New Hartford city,0.620,17284608,0.000
IA,New Haven CDP,1.927,53721677,0.000
IA,New Liberty city,0.095,2648448,0.000
IA,New London city,1.084,30220186,0.000
IA,New Market city,0.433,12071347,0.001
IA,New Providence city,0.999,27850522,0.000
IA,New Sharon city,0.939,26177818,0.000
IA,New Vienna city,0.513,14301619,0.000
IA,New Virginia city,0.450,12545280,0.000
IA,Newell city,1.263,35210419,0.000
IA,Newhall city,0.302,8419277,0.000
IA,Newton city,11.255,313771392,0.000
IA,Nichols city,0.228,6356275,0.000
IA,Nodaway city,0.669,18650650,0.000
IA,Nora Springs city,2.216,61778534,0.027
IA,North Buena Vista city,0.928,25871155,0.035
IA,North English city,0.607,16922189,0.000
IA,North Liberty city,9.543,266043571,0.000
IA,North Washington city,0.203,5659315,0.000
IA,Northboro city,0.254,7081114,0.000
IA,Northwood city,3.986,111123302,0.000
IA,Norwalk city,11.649,324755482,0.355
IA,Norway city,0.436,12154982,0.000
IA,Numa city,0.441,12294374,0.000
IA,Oak Hills CDP,1.131,31530470,0.009
IA,Oakland Acres city,0.285,7945344,0.021
IA,Oakland city,1.792,49958093,0.098
IA,Oakville city,0.417,11625293,0.004
IA,Ocheyedan city,1.132,31558349,0.000
IA,Odebolt city,1.036,28882022,0.000
IA,Oelwein city,4.814,134206618,0.032
IA,Ogden city,1.368,38137651,0.000
IA,Okoboji city,1.757,48982349,0.005
IA,Olds city,0.341,9506534,0.000
IA,Olin city,1.022,28491725,0.008
IA,Ollie city,0.994,27711130,0.000
IA,Onawa city,5.268,146863411,0.000
IA,Onslow city,0.194,5408410,0.000
IA,Orange City city,4.602,128296397,0.000
IA,Orchard city,0.101,2815718,0.000
IA,Orient city,0.435,12127104,0.000
IA,Orleans city,1.127,31418957,0.000
IA,Osage city,2.241,62475494,0.000
IA,Osceola city,7.967,222107213,0.333
IA,Oskaloosa city,8.058,224644147,0.015
IA,Ossian city,1.068,29774131,0.000
IA,Osterdock city,0.395,11011968,0.000
IA,Otho city,0.443,12350131,0.000
IA,Oto city,0.269,7499290,0.000
IA,Otranto CDP,0.410,11430144,0.000
IA,Ottosen city,0.486,13548902,0.000
IA,Ottumwa city,16.064,447838618,0.666
IA,Owasa city,0.563,15695539,0.000
IA,Oxford Junction city,0.648,18065203,0.000
IA,Oxford city,0.925,25787520,0.000
IA,Oyens city,0.113,3150259,0.000
IA,Pacific Junction city,0.757,21103949,0.000
IA,Packwood city,0.749,20880922,0.000
IA,Palmer city,0.423,11792563,0.000
IA,Palo city,1.197,33370445,0.001
IA,Panama city,0.291,8112614,0.000
IA,Panora city,1.811,50487782,0.000
IA,Panorama Park city,0.060,1672704,0.000
IA,Park View CDP,1.481,41287910,0.000
IA,Parkersburg city,1.447,40340045,0.000
IA,Parnell city,0.177,4934477,0.000
IA,Paton city,0.562,15667661,0.000
IA,Patterson city,0.451,12573158,0.000
IA,Paullina city,0.934,26038426,0.000
IA,Pella city,9.343,260467891,0.002
IA,Peosta city,2.831,78923750,0.000
IA,Percival CDP,0.440,12266496,0.000
IA,Perry city,5.794,161527450,0.005
IA,Persia city,0.501,13967078,0.000
IA,Peterson city,0.519,14468890,0.022
IA,Pierson city,0.475,13242240,0.000
IA,Pilot Mound city,0.984,27432346,0.000
IA,Pisgah city,0.500,13939200,0.000
IA,Plainfield city,0.338,9422899,0.000
IA,Plainview CDP,0.552,15388877,0.000
IA,Plano city,0.562,15667661,0.000
IA,Pleasant Hill city,10.797,301003085,0.386
IA,Pleasant Plain city,1.013,28240819,0.000
IA,Pleasanton city,0.351,9785318,0.000
IA,Pleasantville city,2.447,68218445,0.003
IA,Plover city,0.560,15611904,0.000
IA,Plymouth city,0.441,12294374,0.000
IA,Pocahontas city,1.976,55087718,0.000
IA,Polk City city,5.556,154892390,0.237
IA,Pomeroy city,2.051,57178598,0.000
IA,Popejoy city,0.752,20964557,0.000
IA,Portland CDP,0.992,27655373,0.016
IA,Portsmouth city,0.307,8558669,0.000
IA,Postville city,2.142,59715533,0.000
IA,Prairie City city,1.241,34597094,0.000
IA,Prairieburg city,0.448,12489523,0.000
IA,Prescott city,0.433,12071347,0.000
IA,Preston city,0.861,24003302,0.000
IA,Primghar city,1.359,37886746,0.000
IA,Princeton city,3.261,90911462,0.000
IA,Promise City city,0.184,5129626,0.004
IA,Protivin city,0.442,12322253,0.000
IA,Pulaski city,0.438,12210739,0.000
IA,Quasqueton city,1.130,31502592,0.031
IA,Quimby city,0.407,11346509,0.000
IA,Radcliffe city,0.997,27794765,0.000
IA,Rake city,0.756,21076070,0.000
IA,Ralston city,1.971,54948326,0.000
IA,Randalia CDP,0.187,5213261,0.000
IA,Randall city,0.405,11290752,0.000
IA,Randolph city,0.300,8363520,0.000
IA,Rathbun city,0.220,6133248,0.000
IA,Raymond city,1.635,45581184,0.000
IA,Readlyn city,0.329,9171994,0.000
IA,Reasnor city,0.555,15472512,0.000
IA,Red Oak city,3.926,109450598,0.057
IA,Redding city,0.989,27571738,0.009
IA,Redfield city,1.422,39643085,0.000
IA,Reinbeck city,2.169,60468250,0.000
IA,Rembrandt city,0.235,6551424,0.000
IA,Remsen city,1.483,41343667,0.000
IA,Renwick city,1.002,27934157,0.000
IA,Rhodes city,1.014,28268698,0.000
IA,Riceville city,1.059,29523226,0.008
IA,Richland city,1.034,28826266,0.000
IA,Rickardsville city,0.920,25648128,0.000
IA,Ricketts city,0.248,6913843,0.000
IA,Ridgeway city,0.755,21048192,0.000
IA,Rinard city,1.001,27906278,0.000
IA,Ringsted city,0.996,27766886,0.000
IA,Rippey city,0.866,24142694,0.000
IA,River Sioux CDP,0.381,10621670,0.000
IA,Riverdale city,1.839,51268378,0.372
IA,Riverside city,1.846,51463526,0.000
IA,Riverton city,0.603,16810675,0.000
IA,Robins city,6.021,167855846,0.008
IA,Rochester CDP,0.952,26540237,0.024
IA,Rock Falls city,0.207,5770829,0.000
IA,Rock Rapids city,4.213,117451699,0.049
IA,Rock Valley city,4.461,124365542,0.052
IA,Rockford city,0.623,17368243,0.000
IA,Rockwell City city,4.213,117451699,0.000
IA,Rockwell city,2.974,82910362,0.000
IA,Rodman city,0.146,4070246,0.000
IA,Rodney city,0.152,4237517,0.000
IA,Roland city,1.171,32645606,0.000
IA,Rolfe city,1.053,29355955,0.001
IA,Rome city,0.124,3456922,0.001
IA,Rose Hill city,0.142,3958733,0.000
IA,Roseville CDP,3.692,102927053,0.000
IA,Rossie city,0.144,4014490,0.000
IA,Rowan city,0.521,14524646,0.000
IA,Rowley city,0.388,10816819,0.000
IA,Royal city,0.295,8224128,0.000
IA,Rudd city,1.088,30331699,0.000
IA,Runnells city,0.575,16030080,0.000
IA,Russell city,1.025,28575360,0.000
IA,Ruthven city,0.408,11374387,0.000
IA,Rutland city,0.899,25062682,0.000
IA,Ryan city,0.442,12322253,0.000
IA,Sabula city,0.499,13911322,0.956
IA,Sac City city,4.896,136492646,0.067
IA,Sageville city,0.905,25229952,0.000
IA,Salem city,0.626,17451878,0.004
IA,Salix city,1.690,47114496,0.013
IA,Sanborn city,1.878,52355635,0.000
IA,Sandusky CDP,1.424,39698842,1.243
IA,Sandyville city,0.495,13799808,0.000
IA,Saylorville CDP,6.788,189238579,0.115
IA,Scarville city,0.244,6802330,0.000
IA,Schaller city,1.259,35098906,0.000
IA,Schleswig city,1.239,34541338,0.012
IA,Scranton city,1.861,51881702,0.000
IA,Searsboro city,0.451,12573158,0.000
IA,Sergeant Bluff city,2.972,82854605,0.000
IA,Sexton CDP,2.202,61388237,0.000
IA,Seymour city,2.392,66685133,0.000
IA,Shambaugh city,0.363,10119859,0.000
IA,Shannon City city,0.412,11485901,0.002
IA,Sharpsburg city,0.356,9924710,0.007
IA,Sheffield city,5.568,155226931,0.029
IA,Shelby city,2.124,59213722,0.000
IA,Sheldahl city,0.807,22497869,0.000
IA,Sheldon city,4.828,134596915,0.000
IA,Shell Rock city,1.602,44661197,0.098
IA,Shellsburg city,0.821,22888166,0.000
IA,Shenandoah city,3.743,104348851,0.000
IA,Sherrill city,0.132,3679949,0.000
IA,Shueyville city,1.864,51965338,0.000
IA,Sibley city,1.786,49790822,0.000
IA,Sidney city,1.371,38221286,0.000
IA,Sigourney city,2.163,60300979,0.000
IA,Silver City city,0.209,5826586,0.000
IA,Sioux Center city,6.701,186813158,0.000
IA,Sioux City city,59.387,1655614541,1.169
IA,Sioux Rapids city,0.820,22860288,0.000
IA,Slater city,1.912,53303501,0.000
IA,Sloan city,0.578,16113715,0.000
IA,Smithland city,0.321,8948966,0.000
IA,Soldier city,0.310,8642304,0.000
IA,Solon city,1.662,46333901,0.000
IA,Somers city,0.341,9506534,0.000
IA,South Amana CDP,1.391,38778854,0.000
IA,South English city,0.314,8753818,0.000
IA,Spencer city,10.948,305212723,0.161
IA,Sperry CDP,2.237,62363981,0.001
IA,Spillville city,0.439,12238618,0.008
IA,Spirit Lake city,4.521,126038246,0.019
IA,Spragueville city,0.744,20741530,0.000
IA,Spring Hill city,0.125,3484800,0.000
IA,Springbrook city,0.605,16866432,0.000
IA,Springville city,2.413,67270579,0.002
IA,St. Ansgar city,1.089,30359578,0.000
IA,St. Anthony city,0.613,17089459,0.000
IA,St. Benedict CDP,0.767,21382733,0.000
IA,St. Charles city,0.621,17312486,0.000
IA,St. Donatus city,0.374,10426522,0.000
IA,St. Joseph CDP,0.862,24031181,0.000
IA,St. Lucas city,0.254,7081114,0.000
IA,St. Marys city,0.141,3930854,0.000
IA,St. Olaf city,0.241,6718694,0.000
IA,St. Paul city,0.380,10593792,0.000
IA,Stacyville city,0.516,14385254,0.023
IA,Stanhope city,0.980,27320832,0.000
IA,Stanley city,0.203,5659315,0.000
IA,Stanton city,1.009,28129306,0.000
IA,Stanwood city,0.796,22191206,0.000
IA,State Center city,0.998,27822643,0.000
IA,Steamboat Rock city,0.540,15054336,0.000
IA,Stockport city,1.027,28631117,0.000
IA,Stockton city,0.109,3038746,0.000
IA,Stone City CDP,1.758,49010227,0.056
IA,Storm Lake city,5.427,151296077,0.000
IA,Story City city,2.970,82798848,0.002
IA,Stout city,0.292,8140493,0.000
IA,Stratford city,1.815,50599296,0.000
IA,Strawberry Point city,2.088,58210099,0.000
IA,Struble city,0.156,4349030,0.000
IA,Stuart city,2.816,78505574,0.000
IA,Sully city,0.582,16225229,0.000
IA,Sumner city,2.458,68525107,0.013
IA,Sun Valley Lake CDP,2.061,57457382,0.647
IA,Superior city,0.429,11959834,0.000
IA,Sutherland city,0.850,23696640,0.000
IA,Swaledale city,0.249,6941722,0.000
IA,Swan city,0.617,17200973,0.000
IA,Swea City city,0.767,21382733,0.000
IA,Swedesburg CDP,2.304,64231834,0.000
IA,Swisher city,0.934,26038426,0.000
IA,Tabor city,1.294,36074650,0.000
IA,Tama city,2.971,82826726,0.147
IA,Templeton city,0.490,13660416,0.000
IA,Tennant city,0.718,20016691,0.000
IA,Terril city,0.543,15137971,0.000
IA,Thayer city,0.143,3986611,0.000
IA,Thompson city,0.857,23891789,0.000
IA,Thor city,0.995,27739008,0.000
IA,Thornburg city,0.199,5547802,0.000
IA,Thornton city,1.244,34680730,0.000
IA,Thurman city,0.565,15751296,0.000
IA,Tiffin city,4.323,120518323,0.008
IA,Tingley city,0.685,19096704,0.002
IA,Tipton city,2.023,56398003,0.000
IA,Titonka city,0.281,7833830,0.000
IA,Toeterville CDP,0.879,24505114,0.000
IA,Toledo city,2.295,63980928,0.000
IA,Toronto city,0.182,5073869,0.000
IA,Traer city,1.289,35935258,0.000
IA,Trenton CDP,0.461,12851942,0.000
IA,Treynor city,0.650,18120960,0.000
IA,Tripoli city,1.392,38806733,0.000
IA,Truesdale city,0.146,4070246,0.000
IA,Truro city,0.985,27460224,0.000
IA,Turin city,0.090,2509056,0.000
IA,Twin Lakes CDP,1.322,36855245,1.502
IA,Udell city,0.281,7833830,0.000
IA,Underwood city,1.089,30359578,0.025
IA,Union city,0.571,15918566,0.000
IA,Unionville city,0.752,20964557,0.000
IA,University Heights city,0.260,7248384,0.000
IA,University Park city,0.778,21689395,0.000
IA,Urbana city,1.806,50348390,0.000
IA,Urbandale city,22.540,628379136,0.036
IA,Ute city,0.372,10370765,0.000
IA,Vail city,0.570,15890688,0.000
IA,Valeria city,0.049,1366042,0.000
IA,Van Horne city,0.930,25926912,0.000
IA,Van Meter city,4.376,121995878,0.101
IA,Van Wert city,0.356,9924710,0.004
IA,Varina city,0.221,6161126,0.000
IA,Ventura city,1.779,49595674,0.717
IA,Victor city,0.481,13409510,0.000
IA,Villisca city,1.785,49762944,0.000
IA,Vincent city,0.260,7248384,0.000
IA,Vining city,0.553,15416755,0.000
IA,Vinton city,4.885,136185984,0.087
IA,Volga city,0.752,20964557,0.000
IA,Wadena city,0.752,20964557,0.000
IA,Wahpeton city,1.198,33398323,0.025
IA,Walcott city,3.111,86729702,0.024
IA,Walford city,1.040,28993536,0.000
IA,Walker city,0.749,20880922,0.010
IA,Wall Lake city,1.145,31920768,0.000
IA,Wallingford city,0.988,27543859,0.000
IA,Walnut city,2.198,61276723,0.000
IA,Wapello city,1.299,36214042,0.042
IA,Washburn CDP,1.236,34457702,0.011
IA,Washington city,5.431,151407590,0.002
IA,Washta city,1.010,28157184,0.000
IA,Waterloo city,61.595,1717170048,1.839
IA,Waterville city,0.354,9868954,0.000
IA,Watkins CDP,0.414,11541658,0.000
IA,Waucoma city,0.468,13047091,0.000
IA,Waukee city,21.907,610732109,0.095
IA,Waukon city,2.839,79146778,0.000
IA,Waverly city,11.260,313910784,0.500
IA,Wayland city,1.064,29662618,0.000
IA,Webb city,0.503,14022835,0.000
IA,Webster City city,9.203,256564915,0.015
IA,Webster city,0.273,7610803,0.000
IA,Weldon city,0.194,5408410,0.000
IA,Wellman city,1.072,29885645,0.000
IA,Wellsburg city,1.098,30610483,0.000
IA,Welton city,0.263,7332019,0.000
IA,Wesley city,0.666,18567014,0.000
IA,West Amana CDP,0.272,7582925,0.000
IA,West Bend city,0.892,24867533,0.000
IA,West Branch city,2.571,71675366,0.000
IA,West Burlington city,4.837,134847821,0.000
IA,West Chester city,0.253,7053235,0.000
IA,West Des Moines city,47.505,1324363392,1.005
IA,West Liberty city,1.775,49484160,0.000
IA,West Okoboji city,1.254,34959514,0.122
IA,West Point city,0.636,17730662,0.000
IA,West Union city,2.747,76581965,0.000
IA,Westfield city,0.132,3679949,0.000
IA,Westgate city,0.364,10147738,0.000
IA,Weston CDP,0.427,11904077,0.000
IA,Westphalia city,0.098,2732083,0.000
IA,Westside city,1.471,41009126,0.000
IA,Westwood city,0.109,3038746,0.003
IA,Wever CDP,1.476,41148518,0.000
IA,What Cheer city,1.237,34485581,0.018
IA,Wheatland city,0.574,16002202,0.000
IA,Whiting city,1.017,28352333,0.000
IA,Whittemore city,0.406,11318630,0.000
IA,Whitten city,0.497,13855565,0.003
IA,Willey city,0.249,6941722,0.000
IA,Williams city,0.849,23668762,0.000
IA,Williamsburg city,3.370,93950208,0.008
IA,Williamson city,0.381,10621670,0.000
IA,Wilton city,2.055,57290112,0.003
IA,Windsor Heights city,1.434,39977626,0.000
IA,Winfield city,1.041,29021414,0.000
IA,Winterset city,4.807,134011469,0.139
IA,Winthrop city,0.791,22051814,0.000
IA,Wiota city,0.299,8335642,0.000
IA,Woden city,0.493,13744051,0.000
IA,Woodbine city,1.656,46166630,0.051
IA,Woodburn city,0.631,17591270,0.000
IA,Woodward city,3.645,101616768,0.000
IA,Woolstock city,1.047,29188685,0.000
IA,Worthington city,0.452,12601037,0.000
IA,Wyoming city,0.485,13521024,0.000
IA,Yale city,0.289,8056858,0.000
IA,Yarmouth CDP,1.711,47699942,0.000
IA,Yetter city,0.128,3568435,0.000
IA,Yorktown city,0.271,7555046,0.000
IA,Zearing city,0.749,20880922,0.000
IA,Zwingle city,0.163,4544179,0.000
ID,Aberdeen city,1.030,28714752,0.000
ID,Acequia city,0.534,14887066,0.011
ID,Albion city,0.471,13130726,0.000
ID,American Falls city,1.614,44995738,0.000
ID,Ammon city,8.175,227905920,0.013
ID,Arbon Valley CDP,33.884,944631706,0.068
ID,Arco city,1.068,29774131,0.013
ID,Arimo city,0.496,13827686,0.000
ID,Ashton city,0.638,17786419,0.000
ID,Athol city,1.148,32004403,0.000
ID,Avimor CDP,0.358,9980467,0.000
ID,Bancroft city,0.722,20128205,0.000
ID,Banks CDP,2.209,61583386,0.040
ID,Basalt city,0.293,8168371,0.000
ID,Bellevue city,1.471,41009126,0.041
ID,Bennington CDP,6.499,181181722,0.051
ID,Blackfoot city,6.148,171396403,0.285
ID,Blanchard CDP,1.487,41455181,0.043
ID,Bliss city,0.738,20574259,0.000
ID,Bloomington city,0.952,26540237,0.000
ID,Boise City city,86.101,2400358118,0.980
ID,Bonners Ferry city,2.290,63841536,0.143
ID,Bovill city,0.159,4432666,0.000
ID,Bruneau CDP,1.606,44772710,0.036
ID,Buhl city,1.879,52383514,0.000
ID,Burley city,6.761,188485862,0.330
ID,Butte City city,0.169,4711450,0.000
ID,Caldwell city,25.396,707999846,0.090
ID,Cambridge city,0.484,13493146,0.014
ID,Carey city,3.450,96180480,0.003
ID,Cascade city,4.124,114970522,0.577
ID,Castleford city,0.096,2676326,0.000
ID,Challis city,1.973,55004083,0.025
ID,Chubbuck city,7.054,196654234,0.009
ID,Clark Fork city,0.985,27460224,0.000
ID,Clayton city,0.064,1784218,0.000
ID,Clifton city,2.299,64092442,0.000
ID,Coeur d'Alene city,16.870,470308608,0.763
ID,Conkling Park CDP,1.045,29132928,0.000
ID,Coolin CDP,0.508,14162227,0.000
ID,Cottonwood city,0.839,23389978,0.000
ID,Council city,1.055,29411712,0.026
ID,Craigmont city,0.777,21661517,0.001
ID,Crouch city,0.495,13799808,0.020
ID,Culdesac city,0.223,6216883,0.000
ID,Dalton Gardens city,2.382,66406349,0.005
ID,Dayton city,6.674,186060442,0.041
ID,De Smet CDP,0.957,26679629,0.000
ID,Deary city,0.658,18343987,0.001
ID,Declo city,0.277,7722317,0.000
ID,Dietrich city,0.324,9032602,0.000
ID,Donnelly city,0.714,19905178,0.003
ID,Dover city,3.151,87844838,0.043
ID,Downey city,0.960,26763264,0.000
ID,Driggs city,3.838,106997299,0.000
ID,Drummond city,0.096,2676326,0.000
ID,Dubois city,2.728,76052275,0.004
ID,Eagle city,46.024,1283075482,0.491
ID,East Hope city,0.463,12907699,0.015
ID,Eden city,0.312,8698061,0.000
ID,Elk City CDP,2.506,69863270,0.004
ID,Elk River city,0.145,4042368,0.000
ID,Emmett city,2.916,81293414,0.020
ID,Fairfield city,0.876,24421478,0.001
ID,Ferdinand city,0.175,4878720,0.000
ID,Fernan Lake Village city,0.076,2118758,0.001
ID,Fernwood CDP,1.292,36018893,0.000
ID,Filer city,1.469,40953370,0.000
ID,Firth city,0.575,16030080,0.000
ID,Fort Hall CDP,35.127,979284557,0.040
ID,Franklin city,1.302,36297677,0.026
ID,Fruitland city,2.711,75578342,0.005
ID,Gannett CDP,2.621,73069286,0.003
ID,Garden City city,4.081,113771750,0.195
ID,Garden Valley CDP,7.326,204237158,0.234
ID,Genesee city,0.614,17117338,0.000
ID,Georgetown city,0.680,18957312,0.000
ID,Glenns Ferry city,2.078,57931315,0.025
ID,Gooding city,1.519,42347290,0.013
ID,Grace city,1.155,32199552,0.000
ID,Grand View city,0.575,16030080,0.027
ID,Grangeville city,1.506,41984870,0.000
ID,Greenleaf city,0.845,23557248,0.001
ID,Groveland CDP,2.297,64036685,0.000
ID,Hagerman city,0.588,16392499,0.024
ID,Hailey city,3.975,110816640,0.003
ID,Hamer city,0.191,5324774,0.000
ID,Hammett CDP,1.175,32757120,0.000
ID,Hansen city,0.349,9729562,0.000
ID,Harrison city,3.564,99358618,0.840
ID,Hauser city,1.212,33788621,0.000
ID,Hayden Lake city,0.611,17033702,0.174
ID,Hayden city,10.615,295929216,0.015
ID,Hazelton city,0.403,11234995,0.011
ID,Heyburn city,2.612,72818381,0.044
ID,Hidden Springs CDP,2.634,73431706,0.012
ID,Hollister city,1.071,29857766,0.000
ID,Homedale city,1.412,39364301,0.011
ID,Hope city,0.977,27237197,0.013
ID,Horseshoe Bend city,1.083,30192307,0.014
ID,Huetter city,0.045,1254528,0.000
ID,Idaho City city,0.666,18567014,0.001
ID,Idaho Falls city,27.157,757093709,0.566
ID,Inkom city,0.956,26651750,0.011
ID,Iona city,1.314,36632218,0.000
ID,Irwin city,2.618,72985651,0.001
ID,Island Park city,6.082,169556429,0.107
ID,Jerome city,5.665,157931136,0.001
ID,Juliaetta city,0.698,19459123,0.012
ID,Kamiah city,1.098,30610483,0.086
ID,Kellogg city,3.974,110788762,0.036
ID,Kendrick city,0.360,10036224,0.018
ID,Ketchum city,3.207,89406029,0.048
ID,Kimberly city,2.038,56816179,0.000
ID,Kooskia city,0.615,17145216,0.056
ID,Kootenai city,0.554,15444634,0.000
ID,Kuna city,26.098,727570483,0.148
ID,Laclede CDP,1.140,31781376,0.674
ID,Lapwai city,0.756,21076070,0.010
ID,Lava Hot Springs city,0.698,19459123,0.026
ID,Leadore city,0.309,8614426,0.000
ID,Letha CDP,0.452,12601037,0.021
ID,Lewiston city,17.590,490381056,0.805
ID,Lewisville city,0.664,18511258,0.000
ID,Lincoln CDP,1.437,40061261,0.000
ID,Lost River city,8.318,231892531,0.007
ID,Lowman CDP,2.028,56537395,0.039
ID,Mackay city,0.866,24142694,0.000
ID,Malad City city,1.689,47086618,0.000
ID,Malta city,1.380,38472192,0.002
ID,Marsing city,0.681,18985190,0.010
ID,McCall city,9.055,252438912,0.859
ID,McCammon city,2.228,62113075,0.025
ID,Melba city,0.457,12740429,0.007
ID,Menan city,1.032,28770509,0.000
ID,Meridian city,37.618,1048729651,0.058
ID,Middleton city,6.616,184443494,0.042
ID,Midvale city,2.570,71647488,0.070
ID,Minidoka city,0.268,7471411,0.000
ID,Montpelier city,2.318,64622131,0.000
ID,Moore city,0.284,7917466,0.000
ID,Moreland CDP,2.437,67939661,0.000
ID,Moscow city,6.909,192611866,0.003
ID,Mountain Home AFB CDP,9.974,278059162,0.036
ID,Mountain Home city,7.242,201895373,0.290
ID,Moyie Springs city,1.550,43211520,0.000
ID,Mud Lake city,0.142,3958733,0.000
ID,Mullan city,0.827,23055437,0.000
ID,Murphy CDP,3.998,111457843,0.000
ID,Murtaugh city,0.225,6272640,0.004
ID,Nampa city,36.068,1005518131,0.156
ID,New Meadows city,0.584,16280986,0.010
ID,New Plymouth city,0.688,19180339,0.000
ID,Newdale city,0.184,5129626,0.000
ID,Nezperce city,0.660,18399744,0.011
ID,Notus city,0.984,27432346,0.019
ID,Oakley city,4.623,128881843,0.002
ID,Oldtown city,0.822,22916045,0.007
ID,Onaway city,0.150,4181760,0.000
ID,Orofino city,2.469,68831770,0.146
ID,Osburn city,1.317,36715853,0.020
ID,Oxford city,0.261,7276262,0.000
ID,Paris city,3.488,97239859,0.029
ID,Parker city,0.347,9673805,0.002
ID,Parkline CDP,0.494,13771930,0.000
ID,Parma city,1.092,30443213,0.021
ID,Paul city,0.742,20685773,0.028
ID,Payette city,4.091,114050534,0.039
ID,Peck city,0.254,7081114,0.000
ID,Pierce city,0.825,22999680,0.000
ID,Pinehurst city,0.996,27766886,0.002
ID,Placerville city,1.000,27878400,0.000
ID,Plummer city,1.262,35182541,0.000
ID,Pocatello city,34.781,969638630,0.161
ID,Ponderay city,2.937,81878861,0.517
ID,Post Falls city,19.159,534122266,0.027
ID,Potlatch city,0.465,12963456,0.001
ID,Preston city,6.828,190353715,0.005
ID,Priest River city,2.245,62587008,0.123
ID,Princeton CDP,0.638,17786419,0.003
ID,Rathdrum city,6.954,193866394,0.000
ID,Reubens city,0.169,4711450,0.000
ID,Rexburg city,10.421,290520806,0.094
ID,Richfield city,0.656,18288230,0.002
ID,Rigby city,2.418,67409971,0.011
ID,Riggins city,0.398,11095603,0.048
ID,Ririe city,0.520,14496768,0.014
ID,Riverside CDP,2.145,59799168,0.000
ID,Roberts city,0.314,8753818,0.010
ID,Robie Creek CDP,30.089,838833178,0.062
ID,Rockford Bay CDP,3.775,105240960,0.000
ID,Rockford CDP,1.110,30945024,0.000
ID,Rockland city,0.291,8112614,0.000
ID,Rupert city,2.059,57401626,0.000
ID,Salmon city,2.509,69946906,0.035
ID,Sandpoint city,4.277,119235917,0.280
ID,Shelley city,2.286,63730022,0.000
ID,Shoshone city,1.173,32701363,0.024
ID,Silverton CDP,0.454,12656794,0.000
ID,Smelterville city,0.434,12099226,0.000
ID,Smiths Ferry CDP,1.849,51547162,0.160
ID,Soda Springs city,4.431,123529190,0.042
ID,Spencer city,1.142,31837133,0.000
ID,Spirit Lake city,2.456,68469350,0.000
ID,St. Anthony city,1.925,53665920,0.041
ID,St. Charles city,0.733,20434867,0.000
ID,St. Maries city,1.187,33091661,0.000
ID,Stanley city,0.543,15137971,0.005
ID,Star city,11.802,329020877,0.063
ID,State Line city,0.110,3066624,0.000
ID,Stites city,0.093,2592691,0.008
ID,Sugar City city,2.658,74100787,0.010
ID,Sun Valley city,9.559,266489626,0.012
ID,Swan Valley city,11.612,323723981,0.117
ID,Sweetwater CDP,1.192,33231053,0.000
ID,Tensed city,0.187,5213261,0.000
ID,Teton city,0.689,19208218,0.001
ID,Tetonia city,0.570,15890688,0.000
ID,Troy city,0.791,22051814,0.000
ID,Twin Falls city,19.870,553943808,0.117
ID,Tyhee CDP,2.870,80011008,0.006
ID,Ucon city,0.912,25425101,0.000
ID,Victor city,2.645,73738368,0.000
ID,Viola CDP,1.009,28129306,0.000
ID,Wallace city,0.908,25313587,0.000
ID,Wardner city,0.872,24309965,0.000
ID,Warm River city,0.665,18539136,0.013
ID,Weippe city,0.399,11123482,0.003
ID,Weiser city,2.984,83189146,0.008
ID,Wendell city,1.407,39224909,0.002
ID,Weston city,1.900,52968960,0.005
ID,White Bird city,0.065,1812096,0.000
ID,Wilder city,0.779,21717274,0.012
ID,Winchester city,0.176,4906598,0.000
ID,Worley city,0.194,5408410,0.000
ID,Yellow Pine CDP,0.984,27432346,0.011
